Size;Algorithm;Time
32;EK;0
32;EK;0
32;EK;0
64;EK;0.001
64;EK;0
64;EK;0
128;EK;0.004
128;EK;0.004
128;EK;0.004
256;EK;0.034
256;EK;0.032
256;EK;0.033
512;EK;0.354
512;EK;0.349
512;EK;0.349
1024;EK;4.04
1024;EK;4.03
1024;EK;4.039
2048;EK;35.049
2048;EK;35.062
2048;EK;35.07
4096;EK;313.737
