Size;Algorithm;Time
32;KR;0.019
32;KR;0.019
32;KR;0.019
64;KR;0.179
64;KR;0.181
64;KR;0.175
128;KR;1.332
128;KR;1.195
128;KR;1.199
256;KR;9.859
256;KR;10.181
256;KR;9.823
