Size;Algorithm;Time
32;GR;0.004
32;GR;0.004
32;GR;0.004
64;GR;0.019
64;GR;0.019
64;GR;0.022
128;GR;0.113
128;GR;0.112
128;GR;0.108
256;GR;0.718
256;GR;0.669
256;GR;0.668
512;GR;5.608
512;GR;5.802
512;GR;5.759
1024;GR;53.931
1024;GR;54.273
1024;GR;55.485
2048;GR;543.925
