a;b;Algorithm;Time
3;3;GTN3GR;3.49806e-005
3;3;GTN3GR;2.26541e-005
3;3;GTN3GR;2.33204e-005
3;3;GTN3GR;2.99834e-005
3;3;GTN3GR;2.2321e-005
3;3;GTN3GR;2.29873e-005
4;4;GTN3GR;0.000110272
4;4;GTN3GR;0.000108607
4;4;GTN3GR;0.000109273
5;5;GTN3GR;0.000695282
5;5;GTN3GR;0.000708275
5;5;GTN3GR;0.000695615
6;6;GTN3GR;0.00288774
6;6;GTN3GR;0.00288007
6;6;GTN3GR;0.00288241
8;8;GTN3GR;0.0142308
8;8;GTN3GR;0.00970663
8;8;GTN3GR;0.00709541
10;10;GTN3GR;0.0328332
10;10;GTN3GR;0.0327942
10;10;GTN3GR;0.0324587
13;13;GTN3GR;0.165694
13;13;GTN3GR;0.16566
13;13;GTN3GR;0.166112
16;16;GTN3GR;0.612581
16;16;GTN3GR;0.609562
16;16;GTN3GR;0.60959
20;20;GTN3GR;2.46533
20;20;GTN3GR;2.4621
20;20;GTN3GR;2.46483
25;25;GTN3GR;11.4656
25;25;GTN3GR;11.4178
25;25;GTN3GR;11.4835
32;32;GTN3GR;87.1738
32;32;GTN3GR;87.4111
32;32;GTN3GR;88.1421
40;40;GTN3GR;382.068
40;40;GTN3GR;382.476
40;40;GTN3GR;382.251
51;51;GTN3GR;1721.58
