Size;Algorithm;Time
18;KR Mod Dyn;0.000117601
18;KR Mod Dyn;5.66352e-005
18;KR Mod Dyn;5.53026e-005
34;KR Mod Dyn;0.000126596
34;KR Mod Dyn;0.000115269
34;KR Mod Dyn;0.0001196
66;KR Mod Dyn;0.000325486
66;KR Mod Dyn;0.000333148
66;KR Mod Dyn;0.000325819
130;KR Mod Dyn;0.00110272
130;KR Mod Dyn;0.00108273
130;KR Mod Dyn;0.000868184
258;KR Mod Dyn;0.00351604
258;KR Mod Dyn;0.00307929
258;KR Mod Dyn;0.00414803
514;KR Mod Dyn;0.0155127
514;KR Mod Dyn;0.01506
514;KR Mod Dyn;0.0142517
1026;KR Mod Dyn;0.0594216
1026;KR Mod Dyn;0.0608975
1026;KR Mod Dyn;0.0434059
2050;KR Mod Dyn;0.172757
2050;KR Mod Dyn;0.189184
2050;KR Mod Dyn;0.172368
4098;KR Mod Dyn;0.926094
4098;KR Mod Dyn;0.692691
4098;KR Mod Dyn;0.770044
8194;KR Mod Dyn;3.76051
8194;KR Mod Dyn;3.74438
8194;KR Mod Dyn;3.74198
16386;KR Mod Dyn;11.1688
16386;KR Mod Dyn;12.8319
16386;KR Mod Dyn;11.2107
32770;KR Mod Dyn;49.1917
32770;KR Mod Dyn;48.4709
32770;KR Mod Dyn;48.6751
65538;KR Mod Dyn;224.82
65538;KR Mod Dyn;220.923
65538;KR Mod Dyn;224.997
