Size;Algorithm;Time
18;KR1992GR;0.00096513
18;KR1992GR;0.000906163
18;KR1992GR;0.000892503
34;KR1992GR;0.00297235
34;KR1992GR;0.00269417
34;KR1992GR;0.00272748
66;KR1992GR;0.0121769
66;KR1992GR;0.0120153
66;KR1992GR;0.0114403
130;KR1992GR;0.0544187
130;KR1992GR;0.0543458
130;KR1992GR;0.054515
258;KR1992GR;0.202652
258;KR1992GR;0.218641
258;KR1992GR;0.202172
514;KR1992GR;0.807002
514;KR1992GR;0.810054
514;KR1992GR;0.883138
1026;KR1992GR;3.58862
1026;KR1992GR;3.24768
1026;KR1992GR;3.25343
2050;KR1992GR;13.295
2050;KR1992GR;14.3029
2050;KR1992GR;14.6025
