a;b;Algorithm;Time
2;4;GTDRGR;0.000118601
2;4;GTDRGR;7.96224e-005
2;4;GTDRGR;7.49583e-005
2;6;GTDRGR;5.33037e-005
2;6;GTDRGR;4.99722e-005
2;6;GTDRGR;5.13048e-005
3;8;GTDRGR;0.000182565
3;8;GTDRGR;0.000179567
3;8;GTDRGR;0.000178234
3;11;GTDRGR;0.000338478
3;11;GTDRGR;0.000248862
3;11;GTDRGR;0.000252193
4;16;GTDRGR;0.0013096
4;16;GTDRGR;0.000920488
4;16;GTDRGR;0.000925818
5;23;GTDRGR;0.00242832
5;23;GTDRGR;0.0024513
5;23;GTDRGR;0.00246196
6;32;GTDRGR;0.00702043
6;32;GTDRGR;0.00640744
6;32;GTDRGR;0.00684386
7;45;GTDRGR;0.0165381
7;45;GTDRGR;0.0191077
7;45;GTDRGR;0.017355
8;64;GTDRGR;0.0511812
8;64;GTDRGR;0.0395707
8;64;GTDRGR;0.0391569
10;91;GTDRGR;0.139561
10;91;GTDRGR;0.138991
10;91;GTDRGR;0.13832
11;128;GTDRGR;0.292237
11;128;GTDRGR;0.264991
11;128;GTDRGR;0.264448
13;181;GTDRGR;1.30659
13;181;GTDRGR;1.30614
13;181;GTDRGR;1.30303
16;256;GTDRGR;6.52638
16;256;GTDRGR;6.49966
16;256;GTDRGR;6.49915
19;362;GTDRGR;11.6868
19;362;GTDRGR;11.6841
19;362;GTDRGR;11.6769
23;512;GTDRGR;38.5766
23;512;GTDRGR;38.5479
23;512;GTDRGR;38.5688
27;724;GTDRGR;92.4325
27;724;GTDRGR;92.4786
27;724;GTDRGR;92.6543
