a;b;Algorithm;Time
2;4;GT Dyn;9.4614e-005
2;4;GT Dyn;0.000119267
2;4;GT Dyn;8.72848e-005
2;6;GT Dyn;6.06329e-005
2;6;GT Dyn;5.83009e-005
2;6;GT Dyn;5.46363e-005
3;8;GT Dyn;0.000868184
3;8;GT Dyn;0.000861854
3;8;GT Dyn;0.000868517
3;11;GT Dyn;0.00127896
3;11;GT Dyn;0.00127696
3;11;GT Dyn;0.00127263
4;16;GT Dyn;0.00773936
4;16;GT Dyn;0.00769905
4;16;GT Dyn;0.00777567
5;23;GT Dyn;0.129019
5;23;GT Dyn;0.129376
5;23;GT Dyn;0.12941
6;32;GT Dyn;0.558921
6;32;GT Dyn;0.558945
6;32;GT Dyn;0.55835
7;45;GT Dyn;0.652739
7;45;GT Dyn;0.652414
7;45;GT Dyn;0.651807
8;64;GT Dyn;1.49169
8;64;GT Dyn;1.49279
8;64;GT Dyn;1.49274
10;91;GT Dyn;27.5545
10;91;GT Dyn;27.7157
10;91;GT Dyn;27.5539
11;128;GT Dyn;15.519
11;128;GT Dyn;15.5562
11;128;GT Dyn;15.5426
13;181;GT Dyn;539.36
