Size;Algorithm;Time
32;KR1992MDGR;0.000559355
32;KR1992MDGR;0.000416435
32;KR1992MDGR;0.000345808
64;KR1992MDGR;0.00193526
64;KR1992MDGR;0.00146918
64;KR1992MDGR;0.00156613
128;KR1992MDGR;0.00860321
128;KR1992MDGR;0.00666563
128;KR1992MDGR;0.00705041
256;KR1992MDGR;0.0428275
256;KR1992MDGR;0.0351828
256;KR1992MDGR;0.0349009
512;KR1992MDGR;0.204513
512;KR1992MDGR;0.161405
512;KR1992MDGR;0.160789
1024;KR1992MDGR;0.891234
1024;KR1992MDGR;0.794789
1024;KR1992MDGR;0.764567
2048;KR1992MDGR;4.08102
2048;KR1992MDGR;3.80026
2048;KR1992MDGR;3.55921
4096;KR1992MDGR;18.9403
4096;KR1992MDGR;17.6214
4096;KR1992MDGR;16.6915
8192;KR1992MDGR;372.038
