a;b;Algorithm;Time
2;4;KR Mod Dyn;0.00019156
2;4;KR Mod Dyn;9.06163e-005
2;4;KR Mod Dyn;9.2282e-005
2;6;KR Mod Dyn;0.000112937
2;6;KR Mod Dyn;0.000108606
2;6;KR Mod Dyn;9.06163e-005
3;8;KR Mod Dyn;0.0010764
3;8;KR Mod Dyn;0.0010121
3;8;KR Mod Dyn;0.00138556
3;11;KR Mod Dyn;0.00158645
3;11;KR Mod Dyn;0.00153714
3;11;KR Mod Dyn;0.00170072
4;16;KR Mod Dyn;0.00965596
4;16;KR Mod Dyn;0.00960199
4;16;KR Mod Dyn;0.00952104
5;23;KR Mod Dyn;0.195218
5;23;KR Mod Dyn;0.182101
5;23;KR Mod Dyn;0.182716
6;32;KR Mod Dyn;0.89877
6;32;KR Mod Dyn;0.889413
6;32;KR Mod Dyn;0.885306
7;45;KR Mod Dyn;0.936533
7;45;KR Mod Dyn;0.932446
7;45;KR Mod Dyn;0.930323
8;64;KR Mod Dyn;2.24691
8;64;KR Mod Dyn;2.27349
8;64;KR Mod Dyn;2.25062
10;91;KR Mod Dyn;51.8253
10;91;KR Mod Dyn;51.8538
10;91;KR Mod Dyn;52.071
11;128;KR Mod Dyn;29.8253
11;128;KR Mod Dyn;29.9071
11;128;KR Mod Dyn;29.688
