Size;Algorithm;Time
32;KR1992M3RGR;0.00054603
32;KR1992M3RGR;0.000379456
32;KR1992M3RGR;0.000351804
64;KR1992M3RGR;0.00202687
64;KR1992M3RGR;0.00153048
64;KR1992M3RGR;0.0018633
128;KR1992M3RGR;0.00984586
128;KR1992M3RGR;0.00709738
128;KR1992M3RGR;0.0070121
256;KR1992M3RGR;0.0462386
256;KR1992M3RGR;0.0377577
256;KR1992M3RGR;0.0379742
512;KR1992M3RGR;0.299509
512;KR1992M3RGR;0.244374
512;KR1992M3RGR;0.245396
1024;KR1992M3RGR;1.0931
1024;KR1992M3RGR;2.31007
1024;KR1992M3RGR;0.944375
2048;KR1992M3RGR;5.41257
2048;KR1992M3RGR;8.67228
2048;KR1992M3RGR;4.88275
4096;KR1992M3RGR;23.2314
4096;KR1992M3RGR;35.3536
4096;KR1992M3RGR;21.3114
8192;KR1992M3RGR;426.168
