Size;Algorithm;Time
32;GTDRGR;0.000181566
32;GTDRGR;0.000167907
32;GTDRGR;0.000192893
64;GTDRGR;0.000876179
64;GTDRGR;0.000879511
64;GTDRGR;0.000871182
128;GTDRGR;0.0023417
128;GTDRGR;0.00229972
128;GTDRGR;0.00231205
256;GTDRGR;0.0080272
256;GTDRGR;0.00817179
256;GTDRGR;0.00835702
512;GTDRGR;0.064716
512;GTDRGR;0.066524
512;GTDRGR;0.0645244
1024;GTDRGR;0.391883
1024;GTDRGR;0.39308
1024;GTDRGR;0.392531
2048;GTDRGR;2.21955
2048;GTDRGR;2.22495
2048;GTDRGR;2.21493
4096;GTDRGR;8.65904
4096;GTDRGR;8.6454
4096;GTDRGR;8.65925
8192;GTDRGR;38.6961
8192;GTDRGR;38.7551
8192;GTDRGR;38.7556
