a;b;Algorithm;Time
2;4;GTDGR;4.7307e-005
2;4;GTDGR;3.46474e-005
2;4;GTDGR;3.96446e-005
2;6;GTDGR;4.76402e-005
2;6;GTDGR;4.69739e-005
2;6;GTDGR;4.19766e-005
3;8;GTDGR;0.000268517
3;8;GTDGR;0.000266518
3;8;GTDGR;0.000266852
3;11;GTDGR;0.000411771
3;11;GTDGR;0.000402443
3;11;GTDGR;0.000405774
4;16;GTDGR;0.00246763
4;16;GTDGR;0.00245597
4;16;GTDGR;0.00246296
5;23;GTDGR;0.00991448
5;23;GTDGR;0.00990949
5;23;GTDGR;0.0100244
6;32;GTDGR;0.0444143
6;32;GTDGR;0.0442364
6;32;GTDGR;0.0442594
7;45;GTDGR;0.142996
7;45;GTDGR;0.142519
7;45;GTDGR;0.142085
8;64;GTDGR;0.493969
8;64;GTDGR;0.493295
8;64;GTDGR;0.494071
10;91;GTDGR;2.70924
10;91;GTDGR;2.70197
10;91;GTDGR;2.70016
11;128;GTDGR;7.16915
11;128;GTDGR;7.15688
11;128;GTDGR;7.16035
13;181;GTDGR;60.9821
13;181;GTDGR;60.7827
13;181;GTDGR;60.8228
16;256;GTDGR;406.454
