a;b;Algorithm;Time
3;2;KR Mod Dyn;0.000147585
3;2;KR Mod Dyn;9.76124e-005
3;2;KR Mod Dyn;9.4614e-005
4;2;KR Mod Dyn;0.000342809
4;2;KR Mod Dyn;0.000302498
4;2;KR Mod Dyn;0.000278845
5;2;KR Mod Dyn;0.000690616
5;2;KR Mod Dyn;0.000650305
5;2;KR Mod Dyn;0.000646973
7;3;KR Mod Dyn;0.00735824
7;3;KR Mod Dyn;0.00716768
7;3;KR Mod Dyn;0.00730727
9;3;KR Mod Dyn;0.0200415
9;3;KR Mod Dyn;0.0200245
9;3;KR Mod Dyn;0.0201012
12;3;KR Mod Dyn;0.064621
12;3;KR Mod Dyn;0.0636239
12;3;KR Mod Dyn;0.0640074
16;4;KR Mod Dyn;0.508826
16;4;KR Mod Dyn;0.517917
16;4;KR Mod Dyn;0.523536
21;5;KR Mod Dyn;2.7064
21;5;KR Mod Dyn;2.71067
21;5;KR Mod Dyn;2.68071
28;5;KR Mod Dyn;2.27724
28;5;KR Mod Dyn;2.27236
28;5;KR Mod Dyn;2.27112
37;6;KR Mod Dyn;15.6064
37;6;KR Mod Dyn;15.6899
37;6;KR Mod Dyn;15.6626
49;7;KR Mod Dyn;349.338
49;7;KR Mod Dyn;342.847
