Size;Algorithm;Time
32;KR Mod;0.0012593
32;KR Mod;0.00113903
32;KR Mod;0.00105108
64;KR Mod;0.0138696
64;KR Mod;0.0145352
64;KR Mod;0.0127679
128;KR Mod;0.140685
128;KR Mod;0.144652
128;KR Mod;0.143763
256;KR Mod;1.92718
256;KR Mod;1.68261
256;KR Mod;1.65169
512;KR Mod;32.7395
512;KR Mod;32.8523
512;KR Mod;32.6115
1024;KR Mod;320.012
1024;KR Mod;320.574
