a;b;Algorithm;Time
2;4;KR1992GR;0.000856523
2;4;KR1992GR;0.000784564
2;4;KR1992GR;0.000786562
2;6;KR1992GR;0.00151849
2;6;KR1992GR;0.00139622
2;6;KR1992GR;0.00136424
3;8;KR1992GR;0.0201754
3;8;KR1992GR;0.0187546
3;8;KR1992GR;0.0197697
3;11;KR1992GR;0.0393711
3;11;KR1992GR;0.0376747
3;11;KR1992GR;0.0380575
4;16;KR1992GR;0.261695
4;16;KR1992GR;0.261864
4;16;KR1992GR;0.26306
5;23;KR1992GR;1.92111
5;23;KR1992GR;1.92878
5;23;KR1992GR;1.91894
6;32;KR1992GR;8.2641
6;32;KR1992GR;8.27991
6;32;KR1992GR;8.29411
7;45;KR1992GR;172.976
7;45;KR1992GR;201.006
7;45;KR1992GR;207.389
