a;b;Algorithm;Time
3;2;KR Mod;7.76235e-005
3;2;KR Mod;4.69739e-005
3;2;KR Mod;5.09716e-005
4;2;KR Mod;0.00016191
4;2;KR Mod;0.000119933
4;2;KR Mod;0.000126929
5;2;KR Mod;0.000307829
5;2;KR Mod;0.000267851
5;2;KR Mod;0.000274181
7;3;KR Mod;0.00261488
7;3;KR Mod;0.0026442
7;3;KR Mod;0.00265852
9;3;KR Mod;0.0076734
9;3;KR Mod;0.00748217
9;3;KR Mod;0.00757345
12;3;KR Mod;0.0240863
12;3;KR Mod;0.0256924
12;3;KR Mod;0.0242535
16;4;KR Mod;0.20227
16;4;KR Mod;0.204618
16;4;KR Mod;0.195529
21;5;KR Mod;1.22633
21;5;KR Mod;1.21747
21;5;KR Mod;1.22519
28;5;KR Mod;0.789804
28;5;KR Mod;0.781435
28;5;KR Mod;0.7794
37;6;KR Mod;6.57851
37;6;KR Mod;6.59352
37;6;KR Mod;6.65774
49;7;KR Mod;168.196
49;7;KR Mod;161.16
49;7;KR Mod;161.991
64;8;KR Mod;315.475
