Size;Algorithm;Time
18;GTDGR;5.19711e-005
18;GTDGR;4.16435e-005
18;GTDGR;3.06496e-005
34;GTDGR;8.19544e-005
34;GTDGR;8.46196e-005
34;GTDGR;8.39533e-005
66;GTDGR;0.000220877
66;GTDGR;0.000224875
66;GTDGR;0.000215214
130;GTDGR;0.000688284
130;GTDGR;0.000691615
130;GTDGR;0.000693614
258;GTDGR;0.00246963
258;GTDGR;0.00247196
258;GTDGR;0.00246929
514;GTDGR;0.00938811
514;GTDGR;0.00942376
514;GTDGR;0.00936046
1026;GTDGR;0.0376927
1026;GTDGR;0.0375541
1026;GTDGR;0.0378303
2050;GTDGR;0.151926
2050;GTDGR;0.151743
2050;GTDGR;0.151046
4098;GTDGR;0.62289
4098;GTDGR;0.620473
4098;GTDGR;0.621669
8194;GTDGR;2.53608
8194;GTDGR;2.53941
8194;GTDGR;2.53791
16386;GTDGR;10.3295
16386;GTDGR;10.3184
16386;GTDGR;10.3696
32770;GTDGR;51.14
32770;GTDGR;51.5819
32770;GTDGR;50.8459
65538;GTDGR;203.246
65538;GTDGR;202.608
65538;GTDGR;202.922
