Size;Algorithm;Time
32;KR Mod;0.000446418
32;KR Mod;0.000275513
32;KR Mod;0.000246196
64;KR Mod;0.00167374
64;KR Mod;0.00106341
64;KR Mod;0.00126929
128;KR Mod;0.00831837
128;KR Mod;0.0061759
128;KR Mod;0.0060603
256;KR Mod;0.0432873
256;KR Mod;0.0345391
256;KR Mod;0.0342933
512;KR Mod;0.215219
512;KR Mod;0.181945
512;KR Mod;0.175254
1024;KR Mod;0.895648
1024;KR Mod;0.58992
1024;KR Mod;0.761172
2048;KR Mod;4.10642
2048;KR Mod;3.84
2048;KR Mod;3.56372
4096;KR Mod;18.5151
4096;KR Mod;17.3049
4096;KR Mod;16.2775
8192;KR Mod;356.804
