Size;Algorithm;Time
32;KR1992M3GR;0.000510383
32;KR1992M3GR;0.00034714
32;KR1992M3GR;0.000321821
64;KR1992M3GR;0.0019719
64;KR1992M3GR;0.00141388
64;KR1992M3GR;0.00160311
128;KR1992M3GR;0.00916523
128;KR1992M3GR;0.00716468
128;KR1992M3GR;0.00713436
256;KR1992M3GR;0.0472947
256;KR1992M3GR;0.0385509
256;KR1992M3GR;0.0378083
512;KR1992M3GR;0.248745
512;KR1992M3GR;0.217814
512;KR1992M3GR;0.1968
1024;KR1992M3GR;1.06742
1024;KR1992M3GR;0.97388
1024;KR1992M3GR;0.929937
2048;KR1992M3GR;4.85445
2048;KR1992M3GR;4.65784
2048;KR1992M3GR;4.3318
4096;KR1992M3GR;22.9957
4096;KR1992M3GR;21.9316
4096;KR1992M3GR;20.8694
8192;KR1992M3GR;397.172
