Size;Algorithm;Time
32;GT Dyn;5.93003e-005
32;GT Dyn;3.29817e-005
32;GT Dyn;3.63131e-005
64;GT Dyn;0.000100278
64;GT Dyn;9.79455e-005
64;GT Dyn;9.82787e-005
128;GT Dyn;0.000373126
128;GT Dyn;0.000366796
128;GT Dyn;0.000354136
256;GT Dyn;0.00141488
256;GT Dyn;0.00140089
256;GT Dyn;0.00138856
512;GT Dyn;0.0062855
512;GT Dyn;0.00625752
512;GT Dyn;0.00625652
1024;GT Dyn;0.0254928
1024;GT Dyn;0.0255361
1024;GT Dyn;0.0254805
2048;GT Dyn;0.102952
2048;GT Dyn;0.102866
2048;GT Dyn;0.10297
4096;GT Dyn;0.438715
4096;GT Dyn;0.441263
4096;GT Dyn;0.439844
8192;GT Dyn;1.81454
8192;GT Dyn;1.81159
8192;GT Dyn;2.20601
