Size;Algorithm;Time
18;GT Dyn;3.79789e-005
18;GT Dyn;3.06496e-005
18;GT Dyn;2.23209e-005
34;GT Dyn;5.397e-005
34;GT Dyn;4.83065e-005
34;GT Dyn;5.09716e-005
66;GT Dyn;0.000180233
66;GT Dyn;0.000114936
66;GT Dyn;0.000114936
130;GT Dyn;0.00028784
130;GT Dyn;0.000279511
130;GT Dyn;0.000281177
258;GT Dyn;0.000775235
258;GT Dyn;0.000771571
258;GT Dyn;0.000763908
514;GT Dyn;0.00204586
514;GT Dyn;0.00203687
514;GT Dyn;0.00203553
1026;GT Dyn;0.00619988
1026;GT Dyn;0.00568317
1026;GT Dyn;0.00571815
2050;GT Dyn;0.0157219
2050;GT Dyn;0.0156576
2050;GT Dyn;0.0157169
4098;GT Dyn;0.0427429
4098;GT Dyn;0.042614
4098;GT Dyn;0.0424884
8194;GT Dyn;0.122927
8194;GT Dyn;0.120796
8194;GT Dyn;0.120845
16386;GT Dyn;0.349146
16386;GT Dyn;0.349345
16386;GT Dyn;0.348316
32770;GT Dyn;0.968572
32770;GT Dyn;0.974027
32770;GT Dyn;0.974887
65538;GT Dyn;2.75016
65538;GT Dyn;2.73639
65538;GT Dyn;2.73932
131074;GT Dyn;9.14453
131074;GT Dyn;9.08044
131074;GT Dyn;9.08992
262146;GT Dyn;28.3671
262146;GT Dyn;28.6023
262146;GT Dyn;28.3675
524290;GT Dyn;85.2614
524290;GT Dyn;85.2381
524290;GT Dyn;85.2638
1048578;GT Dyn;250.621
1048578;GT Dyn;250.519
