Size;Algorithm;Time
32;GTDGR;5.99666e-005
32;GTDGR;4.89728e-005
32;GTDGR;5.06385e-005
64;GTDGR;0.000129928
64;GTDGR;0.000127929
64;GTDGR;0.000128262
128;GTDGR;0.000487062
128;GTDGR;0.000481732
128;GTDGR;0.000478067
256;GTDGR;0.00192826
256;GTDGR;0.00192493
256;GTDGR;0.00200555
512;GTDGR;0.00890471
512;GTDGR;0.00946007
512;GTDGR;0.00890205
1024;GTDGR;0.0582899
1024;GTDGR;0.0579011
1024;GTDGR;0.0581656
2048;GTDGR;0.273755
2048;GTDGR;0.273146
2048;GTDGR;0.273132
4096;GTDGR;1.18391
4096;GTDGR;1.18069
4096;GTDGR;1.1891
8192;GTDGR;4.85036
8192;GTDGR;5.06364
8192;GTDGR;4.86325
