Size;Algorithm;Time
32;KR Mod Dyn;0.000530705
32;KR Mod Dyn;0.000331482
32;KR Mod Dyn;0.000311493
64;KR Mod Dyn;0.00172004
64;KR Mod Dyn;0.00116369
64;KR Mod Dyn;0.00140955
128;KR Mod Dyn;0.00825807
128;KR Mod Dyn;0.00627817
128;KR Mod Dyn;0.00627851
256;KR Mod Dyn;0.0414543
256;KR Mod Dyn;0.037715
256;KR Mod Dyn;0.0339388
512;KR Mod Dyn;0.202791
512;KR Mod Dyn;0.173682
512;KR Mod Dyn;0.168231
1024;KR Mod Dyn;0.903009
1024;KR Mod Dyn;0.606797
1024;KR Mod Dyn;0.767835
2048;KR Mod Dyn;4.13283
2048;KR Mod Dyn;3.76358
2048;KR Mod Dyn;3.60143
4096;KR Mod Dyn;18.4594
4096;KR Mod Dyn;14.1161
4096;KR Mod Dyn;16.256
8192;KR Mod Dyn;321.781
