a;b;Algorithm;Time
3;2;GT N3;2.76513e-005
3;2;GT N3;1.69905e-005
3;2;GT N3;2.19878e-005
4;2;GT N3;4.29761e-005
4;2;GT N3;4.59744e-005
4;2;GT N3;4.56413e-005
5;2;GT N3;0.000131927
5;2;GT N3;0.000101277
5;2;GT N3;9.92781e-005
7;3;GT N3;0.00107773
7;3;GT N3;0.00107007
7;3;GT N3;0.00107007
9;3;GT N3;0.00276713
9;3;GT N3;0.00278978
9;3;GT N3;0.00277612
12;3;GT N3;0.00925285
12;3;GT N3;0.00934214
12;3;GT N3;0.00908794
16;4;GT N3;0.0566885
16;4;GT N3;0.0558353
16;4;GT N3;0.0560125
21;5;GT N3;0.347058
21;5;GT N3;0.34704
21;5;GT N3;0.349034
28;5;GT N3;0.236663
28;5;GT N3;0.2378
28;5;GT N3;0.236318
37;6;GT N3;1.74239
37;6;GT N3;1.74485
37;6;GT N3;1.74989
49;7;GT N3;29.7776
49;7;GT N3;29.3336
49;7;GT N3;28.8849
64;8;GT N3;56.3537
64;8;GT N3;56.4034
64;8;GT N3;57.8011
84;9;GT N3;58.3596
84;9;GT N3;58.2645
84;9;GT N3;58.2313
