Size;Algorithm;Time
32;GTDRGR;0.000193892
32;GTDRGR;0.000176235
32;GTDRGR;0.0001789
64;GTDRGR;0.00092915
64;GTDRGR;0.000925818
64;GTDRGR;0.000948472
128;GTDRGR;0.00432893
128;GTDRGR;0.00254059
128;GTDRGR;0.00253426
256;GTDRGR;0.0148864
256;GTDRGR;0.0148997
256;GTDRGR;0.0147265
512;GTDRGR;0.0620598
512;GTDRGR;0.0624319
512;GTDRGR;0.0626771
1024;GTDRGR;0.633332
1024;GTDRGR;0.641974
1024;GTDRGR;0.635553
2048;GTDRGR;2.96325
2048;GTDRGR;2.96424
2048;GTDRGR;2.95451
4096;GTDRGR;15.6054
4096;GTDRGR;15.6029
4096;GTDRGR;15.5946
8192;GTDRGR;68.7076
8192;GTDRGR;68.8347
8192;GTDRGR;68.7368
