256;GTN3GR;0.000739924
256;GTN3GR;0.00073426
256;GTN3GR;0.000737259
512;GTN3GR;0.00465243
512;GTN3GR;0.00466042
512;GTN3GR;0.00465409
1024;GTN3GR;0.0241626
1024;GTN3GR;0.024079
1024;GTN3GR;0.0235953
2048;GTN3GR;0.101738
2048;GTN3GR;0.101608
2048;GTN3GR;0.101729
4096;GTN3GR;0.602135
4096;GTN3GR;0.605343
4096;GTN3GR;0.600545
8192;GTN3GR;3.24657
8192;GTN3GR;3.24976
8192;GTN3GR;3.23497
16384;GTN3GR;13.8045
16384;GTN3GR;13.6812
16384;GTN3GR;13.8224
32768;GTN3GR;114.213
32768;GTN3GR;112.567
32768;GTN3GR;113.992
65536;GTN3GR;563.586
65536;GTN3GR;564.067
65536;GTN3GR;563.736
