a;b;Algorithm;Time
3;3;KR1992M3RGR;0.000129595
3;3;KR1992M3RGR;9.19491e-005
3;3;KR1992M3RGR;8.86176e-005
3;3;KR1992M3RGR;0.00010794
3;3;KR1992M3RGR;8.36204e-005
3;3;KR1992M3RGR;8.4953e-005
4;4;KR1992M3RGR;0.000505054
4;4;KR1992M3RGR;0.000462078
4;4;KR1992M3RGR;0.000452749
5;5;KR1992M3RGR;0.00119167
5;5;KR1992M3RGR;0.00111871
5;5;KR1992M3RGR;0.00112571
6;6;KR1992M3RGR;0.00192194
6;6;KR1992M3RGR;0.00181699
6;6;KR1992M3RGR;0.00179034
8;8;KR1992M3RGR;0.0134402
8;8;KR1992M3RGR;0.0133616
8;8;KR1992M3RGR;0.0134196
10;10;KR1992M3RGR;0.047592
10;10;KR1992M3RGR;0.0477936
10;10;KR1992M3RGR;0.0472622
13;13;KR1992M3RGR;0.210678
13;13;KR1992M3RGR;0.2089
13;13;KR1992M3RGR;0.209543
16;16;KR1992M3RGR;0.640827
16;16;KR1992M3RGR;0.6435
16;16;KR1992M3RGR;0.638797
20;20;KR1992M3RGR;2.39594
20;20;KR1992M3RGR;2.38919
20;20;KR1992M3RGR;2.39182
25;25;KR1992M3RGR;9.35622
25;25;KR1992M3RGR;9.59964
25;25;KR1992M3RGR;9.46054
32;32;KR1992M3RGR;57.9803
32;32;KR1992M3RGR;56.7552
32;32;KR1992M3RGR;57.159
40;40;KR1992M3RGR;215.148
40;40;KR1992M3RGR;211.08
40;40;KR1992M3RGR;210.581
