a;b;Algorithm;Time
3;3;GTDRGR;0.000105941
3;3;GTDRGR;6.99613e-005
3;3;GTDRGR;6.86287e-005
3;3;GTDRGR;8.46198e-005
3;3;GTDRGR;6.96281e-005
3;3;GTDRGR;7.36259e-005
4;4;GTDRGR;0.000567686
4;4;GTDRGR;0.000525043
4;4;GTDRGR;0.000541034
5;5;GTDRGR;0.000553027
5;5;GTDRGR;0.000498058
5;5;GTDRGR;0.000482067
6;6;GTDRGR;0.00114803
6;6;GTDRGR;0.00105608
6;6;GTDRGR;0.00104176
8;8;GTDRGR;0.00305231
8;8;GTDRGR;0.00271317
8;8;GTDRGR;0.00271683
10;10;GTDRGR;0.0086702
10;10;GTDRGR;0.00803022
10;10;GTDRGR;0.00804521
13;13;GTDRGR;0.0271673
13;13;GTDRGR;0.0257904
13;13;GTDRGR;0.0256818
16;16;GTDRGR;0.0574452
16;16;GTDRGR;0.0549293
16;16;GTDRGR;0.0550179
20;20;GTDRGR;0.123556
20;20;GTDRGR;0.118022
20;20;GTDRGR;0.117479
25;25;GTDRGR;0.421934
25;25;GTDRGR;0.415774
25;25;GTDRGR;0.400148
32;32;GTDRGR;1.90294
32;32;GTDRGR;1.84534
32;32;GTDRGR;1.88035
40;40;GTDRGR;4.84628
40;40;GTDRGR;4.79675
40;40;GTDRGR;4.80082
51;51;GTDRGR;10.9451
51;51;GTDRGR;10.9228
51;51;GTDRGR;10.8698
64;64;GTDRGR;55.8661
64;64;GTDRGR;55.7633
64;64;GTDRGR;56.0257
81;81;GTDRGR;99.0404
81;81;GTDRGR;98.8128
81;81;GTDRGR;99.2423
