6;GTDRGR;3.03166e-005
6;GTDRGR;1.29928e-005
6;GTDRGR;1.13271e-005
10;GTDRGR;4.09773e-005
10;GTDRGR;2.39867e-005
10;GTDRGR;2.59856e-005
18;GTDRGR;0.000125597
18;GTDRGR;9.62801e-005
18;GTDRGR;9.79458e-005
34;GTDRGR;0.000531373
34;GTDRGR;0.000455082
34;GTDRGR;0.000453749
66;GTDRGR;0.00302699
66;GTDRGR;0.00273515
66;GTDRGR;0.00275881
130;GTDRGR;0.0228337
130;GTDRGR;0.0215234
130;GTDRGR;0.0216107
258;GTDRGR;0.145059
258;GTDRGR;0.141173
258;GTDRGR;0.141368
514;GTDRGR;1.17023
514;GTDRGR;1.13809
514;GTDRGR;1.14724
1026;GTDRGR;16.3208
1026;GTDRGR;16.3272
1026;GTDRGR;16.3416
2050;GTDRGR;127.569
2050;GTDRGR;127.86
2050;GTDRGR;128.051
