a;b;Algorithm;Time
2;4;EKLib;0.000442423
2;4;EKLib;0.000417104
2;4;EKLib;0.000418437
2;6;EKLib;0.000638649
2;6;EKLib;0.000635317
2;6;EKLib;0.000640314
3;8;EKLib;0.00756651
3;8;EKLib;0.00750454
3;8;EKLib;0.00753052
3;11;EKLib;0.014577
3;11;EKLib;0.0146026
3;11;EKLib;0.0146406
4;16;EKLib;0.129477
4;16;EKLib;0.123471
4;16;EKLib;0.123566
5;23;EKLib;0.495217
5;23;EKLib;0.490788
5;23;EKLib;0.489946
6;32;EKLib;2.04981
6;32;EKLib;2.05497
6;32;EKLib;2.06209
7;45;EKLib;9.97691
7;45;EKLib;9.86632
7;45;EKLib;9.92648
8;64;EKLib;37.2675
8;64;EKLib;37.0052
8;64;EKLib;36.9098
10;91;EKLib;226.547
10;91;EKLib;225.032
10;91;EKLib;225.853
