a;b;Algorithm;Time
3;2;EKLib;0.000494728
3;2;EKLib;0.000464411
3;2;EKLib;0.00046641
4;2;EKLib;0.0013899
4;2;EKLib;0.00137558
4;2;EKLib;0.00137658
5;2;EKLib;0.00343778
5;2;EKLib;0.00329552
5;2;EKLib;0.00328286
7;3;EKLib;0.040049
7;3;EKLib;0.0395549
7;3;EKLib;0.0394933
9;3;EKLib;0.116322
9;3;EKLib;0.116433
9;3;EKLib;0.116575
12;3;EKLib;0.364349
12;3;EKLib;0.362135
12;3;EKLib;0.363225
16;4;EKLib;2.48871
16;4;EKLib;2.49175
16;4;EKLib;2.50784
21;5;EKLib;11.7384
21;5;EKLib;11.8447
21;5;EKLib;11.827
28;5;EKLib;41.7037
28;5;EKLib;41.512
28;5;EKLib;42.0234
37;6;EKLib;251.307
37;6;EKLib;244.785
