6;KR Mod;4.4642e-005
6;KR Mod;2.03221e-005
6;KR Mod;1.46586e-005
10;KR Mod;4.56414e-005
10;KR Mod;3.69795e-005
10;KR Mod;4.26431e-005
18;KR Mod;0.000211883
18;KR Mod;0.000133926
18;KR Mod;0.000133926
34;KR Mod;0.000680957
34;KR Mod;0.000552028
34;KR Mod;0.000561356
66;KR Mod;0.0033215
66;KR Mod;0.00294171
66;KR Mod;0.00298168
130;KR Mod;0.0221178
130;KR Mod;0.0212346
130;KR Mod;0.020565
258;KR Mod;0.172268
258;KR Mod;0.161327
258;KR Mod;0.208005
514;KR Mod;1.74569
514;KR Mod;1.66578
514;KR Mod;1.58412
1026;KR Mod;20.2665
1026;KR Mod;20.1514
1026;KR Mod;20.4332
2050;KR Mod;206.708
2050;KR Mod;204.368
2050;KR Mod;201.819
