Size;Algorithm;Time
18;KR;0.000895504
18;KR;0.000850196
18;KR;0.00085486
34;KR;0.00293471
34;KR;0.00268318
34;KR;0.00366231
66;KR;0.0133023
66;KR;0.0113817
66;KR;0.0109543
130;KR;0.0490322
130;KR;0.049319
130;KR;0.0489319
258;KR;0.194804
258;KR;0.192836
258;KR;0.197115
514;KR;0.772602
514;KR;0.786197
514;KR;0.767059
1026;KR;3.18619
1026;KR;3.19659
1026;KR;3.06233
2050;KR;12.8957
2050;KR;12.3904
2050;KR;12.2957
