a;b;Algorithm;Time
3;2;KR Mod Dyn;0.000149917
3;2;KR Mod Dyn;9.56135e-005
3;2;KR Mod Dyn;0.000110938
4;2;KR Mod Dyn;0.000298167
4;2;KR Mod Dyn;0.00025086
4;2;KR Mod Dyn;0.000244531
5;2;KR Mod Dyn;0.00068262
5;2;KR Mod Dyn;0.000693614
5;2;KR Mod Dyn;0.000641976
7;3;KR Mod Dyn;0.0073016
7;3;KR Mod Dyn;0.00717434
7;3;KR Mod Dyn;0.00727395
9;3;KR Mod Dyn;0.0198973
9;3;KR Mod Dyn;0.0198356
9;3;KR Mod Dyn;0.0199026
12;3;KR Mod Dyn;0.065373
12;3;KR Mod Dyn;0.0651961
12;3;KR Mod Dyn;0.065928
16;4;KR Mod Dyn;0.530918
16;4;KR Mod Dyn;0.528004
16;4;KR Mod Dyn;0.533988
21;5;KR Mod Dyn;2.75658
21;5;KR Mod Dyn;2.74988
21;5;KR Mod Dyn;2.74474
28;5;KR Mod Dyn;2.36879
28;5;KR Mod Dyn;2.37215
28;5;KR Mod Dyn;2.36613
37;6;KR Mod Dyn;15.8329
37;6;KR Mod Dyn;15.7775
37;6;KR Mod Dyn;15.8262
49;7;KR Mod Dyn;340.24
49;7;KR Mod Dyn;345.165
