a;b;Algorithm;Time
3;3;GT Dyn;0.000639977
3;3;GT Dyn;0.000605996
3;3;GT Dyn;0.000609661
3;3;GT Dyn;0.000660966
3;3;GT Dyn;0.000590005
3;3;GT Dyn;0.000593337
4;4;GT Dyn;0.00153448
4;4;GT Dyn;0.0015015
4;4;GT Dyn;0.00152049
5;5;GT Dyn;0.0021568
5;5;GT Dyn;0.00218445
5;5;GT Dyn;0.00217979
6;6;GT Dyn;0.00792559
6;6;GT Dyn;0.00788828
6;6;GT Dyn;0.00794458
8;8;GT Dyn;0.0766624
8;8;GT Dyn;0.0767803
8;8;GT Dyn;0.0763978
10;10;GT Dyn;0.415318
10;10;GT Dyn;0.415218
10;10;GT Dyn;0.415881
13;13;GT Dyn;0.355235
13;13;GT Dyn;0.355682
13;13;GT Dyn;0.355517
16;16;GT Dyn;1.49158
16;16;GT Dyn;1.49781
16;16;GT Dyn;1.49352
20;20;GT Dyn;3.03209
20;20;GT Dyn;3.02983
20;20;GT Dyn;3.03286
25;25;GT Dyn;127.235
25;25;GT Dyn;127.39
25;25;GT Dyn;127.375
32;32;GT Dyn;238.66
32;32;GT Dyn;238.194
