Size;Algorithm;Time
32;KR1992MDGR;0.000574347
32;KR1992MDGR;0.000349805
32;KR1992MDGR;0.000352804
64;KR1992MDGR;0.00206685
64;KR1992MDGR;0.001799
64;KR1992MDGR;0.00176535
128;KR1992MDGR;0.00935413
128;KR1992MDGR;0.00689883
128;KR1992MDGR;0.00678889
256;KR1992MDGR;0.0493186
256;KR1992MDGR;0.0357015
256;KR1992MDGR;0.0367952
512;KR1992MDGR;0.212626
512;KR1992MDGR;0.168239
512;KR1992MDGR;0.168034
1024;KR1992MDGR;0.897997
1024;KR1992MDGR;0.782852
1024;KR1992MDGR;0.782095
2048;KR1992MDGR;4.05343
2048;KR1992MDGR;3.57931
2048;KR1992MDGR;3.62166
4096;KR1992MDGR;18.4556
4096;KR1992MDGR;16.3727
4096;KR1992MDGR;16.4914
8192;KR1992MDGR;354.636
