Size;Algorithm;Time
18;KR1992RGR;0.000951138
18;KR1992RGR;0.000878178
18;KR1992RGR;0.000877179
34;KR1992RGR;0.00318756
34;KR1992RGR;0.00300833
34;KR1992RGR;0.00296502
66;KR1992RGR;0.0129491
66;KR1992RGR;0.012561
66;KR1992RGR;0.012619
130;KR1992RGR;0.0588266
130;KR1992RGR;0.0591954
130;KR1992RGR;0.058643
258;KR1992RGR;0.242087
258;KR1992RGR;0.240871
258;KR1992RGR;0.24132
514;KR1992RGR;0.977901
514;KR1992RGR;0.976328
514;KR1992RGR;0.976912
1026;KR1992RGR;4.22932
1026;KR1992RGR;4.23603
1026;KR1992RGR;4.2794
2050;KR1992RGR;18.6451
2050;KR1992RGR;18.6634
2050;KR1992RGR;18.6929
