Size;Algorithm;Time
32;KR Mod Dyn;0.000593337
32;KR Mod Dyn;0.000343809
32;KR Mod Dyn;0.000318823
64;KR Mod Dyn;0.00190994
64;KR Mod Dyn;0.00143387
64;KR Mod Dyn;0.00166041
128;KR Mod Dyn;0.00953436
128;KR Mod Dyn;0.00671793
128;KR Mod Dyn;0.00693814
256;KR Mod Dyn;0.0381225
256;KR Mod Dyn;0.0287963
256;KR Mod Dyn;0.0276776
512;KR Mod Dyn;0.220843
512;KR Mod Dyn;0.175126
512;KR Mod Dyn;0.174561
1024;KR Mod Dyn;0.733011
1024;KR Mod Dyn;0.611302
1024;KR Mod Dyn;0.612519
2048;KR Mod Dyn;3.27171
2048;KR Mod Dyn;2.78962
2048;KR Mod Dyn;2.79846
4096;KR Mod Dyn;18.0523
4096;KR Mod Dyn;15.8774
4096;KR Mod Dyn;16.1263
8192;KR Mod Dyn;352.459
