Size;Algorithm;Time
32;KR1992MDGR;0.000648972
32;KR1992MDGR;0.000495724
32;KR1992MDGR;0.000428095
64;KR1992MDGR;0.00261754
64;KR1992MDGR;0.00212982
64;KR1992MDGR;0.00187662
128;KR1992MDGR;0.0105231
128;KR1992MDGR;0.00794591
128;KR1992MDGR;0.00832404
256;KR1992MDGR;0.0500991
256;KR1992MDGR;0.0406331
256;KR1992MDGR;0.0411564
512;KR1992MDGR;0.24131
512;KR1992MDGR;0.210529
512;KR1992MDGR;0.210234
1024;KR1992MDGR;1.0893
1024;KR1992MDGR;0.981761
1024;KR1992MDGR;0.986685
2048;KR1992MDGR;4.83823
2048;KR1992MDGR;4.36591
2048;KR1992MDGR;4.37556
4096;KR1992MDGR;22.362
4096;KR1992MDGR;20.3002
4096;KR1992MDGR;20.2839
8192;KR1992MDGR;394.588
