Size;Algorithm;Time
18;KR Mod;6.92948e-005
18;KR Mod;3.06496e-005
18;KR Mod;2.73181e-005
34;KR Mod;7.26263e-005
34;KR Mod;5.89672e-005
34;KR Mod;5.36368e-005
66;KR Mod;0.000162243
66;KR Mod;0.000132926
66;KR Mod;0.000130594
130;KR Mod;0.000415102
130;KR Mod;0.000391449
130;KR Mod;0.000387784
258;KR Mod;0.00126263
258;KR Mod;0.00117268
258;KR Mod;0.00118701
514;KR Mod;0.00420932
514;KR Mod;0.00410138
514;KR Mod;0.00409939
1026;KR Mod;0.0162353
1026;KR Mod;0.0159358
1026;KR Mod;0.0158085
2050;KR Mod;0.0667049
2050;KR Mod;0.0658194
2050;KR Mod;0.0645957
4098;KR Mod;0.271769
4098;KR Mod;0.270167
4098;KR Mod;0.270537
8194;KR Mod;1.09959
8194;KR Mod;1.11197
8194;KR Mod;1.11623
16386;KR Mod;4.57522
16386;KR Mod;4.55067
16386;KR Mod;4.5635
32770;KR Mod;21.8092
32770;KR Mod;21.5957
32770;KR Mod;21.6127
65538;KR Mod;133.197
65538;KR Mod;133.818
65538;KR Mod;133.672
