Size;Algorithm;Time
18;KR Mod Dyn;0.00010261
18;KR Mod Dyn;5.53026e-005
18;KR Mod Dyn;5.29705e-005
34;KR Mod Dyn;0.000121266
34;KR Mod Dyn;0.000109939
34;KR Mod Dyn;0.000121599
66;KR Mod Dyn;0.000317823
66;KR Mod Dyn;0.000278845
66;KR Mod Dyn;0.000278179
130;KR Mod Dyn;0.000938145
130;KR Mod Dyn;0.000895169
130;KR Mod Dyn;0.000880843
258;KR Mod Dyn;0.00322587
258;KR Mod Dyn;0.00304131
258;KR Mod Dyn;0.00304697
514;KR Mod Dyn;0.0112071
514;KR Mod Dyn;0.0111231
514;KR Mod Dyn;0.0110379
1026;KR Mod Dyn;0.042515
1026;KR Mod Dyn;0.0424117
1026;KR Mod Dyn;0.0423564
2050;KR Mod Dyn;0.169084
2050;KR Mod Dyn;0.167447
2050;KR Mod Dyn;0.168508
4098;KR Mod Dyn;0.689123
4098;KR Mod Dyn;0.674531
4098;KR Mod Dyn;0.670477
8194;KR Mod Dyn;2.68854
8194;KR Mod Dyn;2.68684
8194;KR Mod Dyn;2.69242
16386;KR Mod Dyn;10.8654
16386;KR Mod Dyn;10.8845
16386;KR Mod Dyn;10.8082
32770;KR Mod Dyn;48.2237
32770;KR Mod Dyn;47.5867
32770;KR Mod Dyn;47.5482
65538;KR Mod Dyn;214.766
65538;KR Mod Dyn;221.385
65538;KR Mod Dyn;221.523
