Size;Algorithm;Time
32;KR1992M3RGR;0.00046674
32;KR1992M3RGR;0.00028151
32;KR1992M3RGR;0.000246863
64;KR1992M3RGR;0.00180166
64;KR1992M3RGR;0.00144553
64;KR1992M3RGR;0.00144886
128;KR1992M3RGR;0.00861754
128;KR1992M3RGR;0.00633314
128;KR1992M3RGR;0.00621987
256;KR1992M3RGR;0.0441384
256;KR1992M3RGR;0.0316651
256;KR1992M3RGR;0.0312403
512;KR1992M3RGR;0.219722
512;KR1992M3RGR;0.166281
512;KR1992M3RGR;0.165623
1024;KR1992M3RGR;0.887701
1024;KR1992M3RGR;0.780996
1024;KR1992M3RGR;0.781247
2048;KR1992M3RGR;4.0259
2048;KR1992M3RGR;3.5197
2048;KR1992M3RGR;3.5323
4096;KR1992M3RGR;18.2745
4096;KR1992M3RGR;16.1917
4096;KR1992M3RGR;16.0805
8192;KR1992M3RGR;352.961
