a;b;Algorithm;Time
2;4;KR;0.000984452
2;4;KR;0.000885174
2;4;KR;0.00074292
2;6;KR;0.00178267
2;6;KR;0.00164442
2;6;KR;0.00139256
3;8;KR;0.0210989
3;8;KR;0.0207678
3;8;KR;0.0189635
3;11;KR;0.0395653
3;11;KR;0.0378553
3;11;KR;0.0370404
4;16;KR;0.255736
4;16;KR;0.256035
4;16;KR;0.256298
5;23;KR;1.59982
5;23;KR;1.6034
5;23;KR;1.60255
6;32;KR;6.70163
6;32;KR;6.73447
6;32;KR;6.73138
7;45;KR;201.336
7;45;KR;216.047
7;45;KR;192.917
