a;b;Algorithm;Time
2;4;KR1992M3GR;9.99444e-005
2;4;KR1992M3GR;4.23098e-005
2;4;KR1992M3GR;3.39811e-005
2;6;KR1992M3GR;5.93003e-005
2;6;KR1992M3GR;5.03053e-005
2;6;KR1992M3GR;4.26429e-005
3;8;KR1992M3GR;0.00030583
3;8;KR1992M3GR;0.000269517
3;8;KR1992M3GR;0.000246863
3;11;KR1992M3GR;0.000424764
3;11;KR1992M3GR;0.000374791
3;11;KR1992M3GR;0.000392781
4;16;KR1992M3GR;0.0019689
4;16;KR1992M3GR;0.00189495
4;16;KR1992M3GR;0.00181599
5;23;KR1992M3GR;0.0085699
5;23;KR1992M3GR;0.00770138
5;23;KR1992M3GR;0.00765208
6;32;KR1992M3GR;0.0330676
6;32;KR1992M3GR;0.0321148
6;32;KR1992M3GR;0.0322287
7;45;KR1992M3GR;0.105714
7;45;KR1992M3GR;0.107236
7;45;KR1992M3GR;0.111548
8;64;KR1992M3GR;0.351054
8;64;KR1992M3GR;0.348139
8;64;KR1992M3GR;0.33908
10;91;KR1992M3GR;1.79493
10;91;KR1992M3GR;1.7804
10;91;KR1992M3GR;1.78819
11;128;KR1992M3GR;5.41767
11;128;KR1992M3GR;5.36552
11;128;KR1992M3GR;5.38038
13;181;KR1992M3GR;38.6977
13;181;KR1992M3GR;38.0219
13;181;KR1992M3GR;37.6947
16;256;KR1992M3GR;198.828
16;256;KR1992M3GR;195.304
16;256;KR1992M3GR;196.416
