Size;Algorithm;Time
32;KR1992M3GR;0.000496057
32;KR1992M3GR;0.000287174
32;KR1992M3GR;0.00024653
64;KR1992M3GR;0.00182332
64;KR1992M3GR;0.00133026
64;KR1992M3GR;0.00142821
128;KR1992M3GR;0.00883975
128;KR1992M3GR;0.00615491
128;KR1992M3GR;0.00613159
256;KR1992M3GR;0.0416875
256;KR1992M3GR;0.0321971
256;KR1992M3GR;0.0320658
512;KR1992M3GR;0.212173
512;KR1992M3GR;0.163336
512;KR1992M3GR;0.163364
1024;KR1992M3GR;0.877126
1024;KR1992M3GR;0.761137
1024;KR1992M3GR;0.764738
2048;KR1992M3GR;3.97578
2048;KR1992M3GR;3.50213
2048;KR1992M3GR;3.50006
4096;KR1992M3GR;18.1388
4096;KR1992M3GR;15.93
4096;KR1992M3GR;16.2022
8192;KR1992M3GR;375.463
