a;b;Algorithm;Time
2;4;KR1992MDRGR;0.000145919
2;4;KR1992MDRGR;9.86118e-005
2;4;KR1992MDRGR;0.000104608
2;6;KR1992MDRGR;0.000112937
2;6;KR1992MDRGR;9.26151e-005
2;6;KR1992MDRGR;8.26207e-005
3;8;KR1992MDRGR;0.00114303
3;8;KR1992MDRGR;0.00102843
3;8;KR1992MDRGR;0.00104908
3;11;KR1992MDRGR;0.00173104
3;11;KR1992MDRGR;0.00151149
3;11;KR1992MDRGR;0.00178001
4;16;KR1992MDRGR;0.0133889
4;16;KR1992MDRGR;0.00958733
4;16;KR1992MDRGR;0.00978689
5;23;KR1992MDRGR;0.182458
5;23;KR1992MDRGR;0.180722
5;23;KR1992MDRGR;0.181595
6;32;KR1992MDRGR;0.887444
6;32;KR1992MDRGR;0.89582
6;32;KR1992MDRGR;0.893879
7;45;KR1992MDRGR;0.920637
7;45;KR1992MDRGR;0.920556
7;45;KR1992MDRGR;0.914185
8;64;KR1992MDRGR;2.19097
8;64;KR1992MDRGR;2.18943
8;64;KR1992MDRGR;2.18101
10;91;KR1992MDRGR;53.0699
10;91;KR1992MDRGR;53.3713
10;91;KR1992MDRGR;53.1939
11;128;KR1992MDRGR;29.6451
11;128;KR1992MDRGR;29.4898
11;128;KR1992MDRGR;29.5766
