Size;Algorithm;Time
32;KR1992MDRGR;0.000924155
32;KR1992MDRGR;0.000387785
32;KR1992MDRGR;0.000358468
64;KR1992MDRGR;0.00202821
64;KR1992MDRGR;0.00152616
64;KR1992MDRGR;0.00159712
128;KR1992MDRGR;0.0100924
128;KR1992MDRGR;0.00771506
128;KR1992MDRGR;0.00773006
256;KR1992MDRGR;0.0586072
256;KR1992MDRGR;0.0498941
256;KR1992MDRGR;0.0497248
512;KR1992MDRGR;0.390968
512;KR1992MDRGR;0.329271
512;KR1992MDRGR;0.328747
1024;KR1992MDRGR;3.0554
1024;KR1992MDRGR;2.97088
1024;KR1992MDRGR;2.98126
2048;KR1992MDRGR;27.0493
2048;KR1992MDRGR;26.8652
2048;KR1992MDRGR;26.9512
4096;KR1992MDRGR;198.275
4096;KR1992MDRGR;197.519
4096;KR1992MDRGR;197.342
