Size;Algorithm;Time
32;KR1992M3RGR;0.000745254
32;KR1992M3RGR;0.000365464
32;KR1992M3RGR;0.000356469
64;KR1992M3RGR;0.00204387
64;KR1992M3RGR;0.00152616
64;KR1992M3RGR;0.00158912
128;KR1992M3RGR;0.00955771
128;KR1992M3RGR;0.00715338
128;KR1992M3RGR;0.00748019
256;KR1992M3RGR;0.0478952
256;KR1992M3RGR;0.0378081
256;KR1992M3RGR;0.0376099
512;KR1992M3RGR;0.303005
512;KR1992M3RGR;0.251655
512;KR1992M3RGR;0.250255
1024;KR1992M3RGR;1.08392
1024;KR1992M3RGR;0.982542
1024;KR1992M3RGR;0.991296
2048;KR1992M3RGR;5.37523
2048;KR1992M3RGR;4.91092
2048;KR1992M3RGR;4.9054
4096;KR1992M3RGR;22.6484
4096;KR1992M3RGR;20.5562
4096;KR1992M3RGR;20.7698
