Size;Algorithm;Time
18;KR1992M3RGR;8.99502e-005
18;KR1992M3RGR;3.66464e-005
18;KR1992M3RGR;3.69795e-005
34;KR1992M3RGR;8.59524e-005
34;KR1992M3RGR;6.52972e-005
34;KR1992M3RGR;5.73016e-005
66;KR1992M3RGR;0.000194226
66;KR1992M3RGR;0.000155914
66;KR1992M3RGR;0.000130928
130;KR1992M3RGR;0.000423432
130;KR1992M3RGR;0.000447419
130;KR1992M3RGR;0.000432427
258;KR1992M3RGR;0.00143787
258;KR1992M3RGR;0.00134659
258;KR1992M3RGR;0.00117602
514;KR1992M3RGR;0.00469707
514;KR1992M3RGR;0.00479435
514;KR1992M3RGR;0.00479035
1026;KR1992M3RGR;0.0185208
1026;KR1992M3RGR;0.0174683
1026;KR1992M3RGR;0.0164039
2050;KR1992M3RGR;0.0656457
2050;KR1992M3RGR;0.0661181
2050;KR1992M3RGR;0.0646399
4098;KR1992M3RGR;0.252994
4098;KR1992M3RGR;0.254396
4098;KR1992M3RGR;0.247167
8194;KR1992M3RGR;0.959137
8194;KR1992M3RGR;0.977114
8194;KR1992M3RGR;0.973878
16386;KR1992M3RGR;3.88758
16386;KR1992M3RGR;3.90839
16386;KR1992M3RGR;3.90405
32770;KR1992M3RGR;23.91
32770;KR1992M3RGR;24.3207
32770;KR1992M3RGR;24.3971
65538;KR1992M3RGR;134.72
65538;KR1992M3RGR;137.267
65538;KR1992M3RGR;136.125
