Size;Algorithm;Time
18;KR1992MDRGR;0.000121266
18;KR1992MDRGR;6.52972e-005
18;KR1992MDRGR;6.42978e-005
34;KR1992MDRGR;0.000138923
34;KR1992MDRGR;0.000124598
34;KR1992MDRGR;0.000118601
66;KR1992MDRGR;0.000332816
66;KR1992MDRGR;0.000289173
66;KR1992MDRGR;0.000285842
130;KR1992MDRGR;0.000878181
130;KR1992MDRGR;0.000844533
130;KR1992MDRGR;0.00084853
258;KR1992MDRGR;0.00278379
258;KR1992MDRGR;0.00266119
258;KR1992MDRGR;0.00266319
514;KR1992MDRGR;0.00955338
514;KR1992MDRGR;0.00944744
514;KR1992MDRGR;0.00951274
1026;KR1992MDRGR;0.0362789
1026;KR1992MDRGR;0.0361503
1026;KR1992MDRGR;0.0362126
2050;KR1992MDRGR;0.140648
2050;KR1992MDRGR;0.139631
2050;KR1992MDRGR;0.140116
4098;KR1992MDRGR;0.553282
4098;KR1992MDRGR;0.552084
4098;KR1992MDRGR;0.55251
8194;KR1992MDRGR;2.22175
8194;KR1992MDRGR;2.2205
8194;KR1992MDRGR;2.22562
16386;KR1992MDRGR;8.97556
16386;KR1992MDRGR;8.97847
16386;KR1992MDRGR;8.96861
32770;KR1992MDRGR;41.735
32770;KR1992MDRGR;41.783
32770;KR1992MDRGR;41.8174
65538;KR1992MDRGR;186.494
65538;KR1992MDRGR;185.826
65538;KR1992MDRGR;185.157
