Size;Algorithm;Time
32;KR1992MDRGR;0.00105075
32;KR1992MDRGR;0.00064531
32;KR1992MDRGR;0.000449751
64;KR1992MDRGR;0.00242299
64;KR1992MDRGR;0.00198523
64;KR1992MDRGR;0.00198723
128;KR1992MDRGR;0.0122556
128;KR1992MDRGR;0.0100691
128;KR1992MDRGR;0.00996815
256;KR1992MDRGR;0.068733
256;KR1992MDRGR;0.0591543
256;KR1992MDRGR;0.0588981
512;KR1992MDRGR;0.410348
512;KR1992MDRGR;0.359087
512;KR1992MDRGR;0.356564
1024;KR1992MDRGR;3.53919
1024;KR1992MDRGR;3.48101
1024;KR1992MDRGR;3.48432
2048;KR1992MDRGR;25.4337
2048;KR1992MDRGR;25.2055
2048;KR1992MDRGR;25.44
4096;KR1992MDRGR;217.629
4096;KR1992MDRGR;216.732
4096;KR1992MDRGR;216.655
