a;b;Algorithm;Time
2;4;KR1992MDRGR;0.000112604
2;4;KR1992MDRGR;7.36259e-005
2;4;KR1992MDRGR;6.79624e-005
2;6;KR1992MDRGR;0.000100611
2;6;KR1992MDRGR;9.96115e-005
2;6;KR1992MDRGR;8.56193e-005
3;8;KR1992MDRGR;0.000922823
3;8;KR1992MDRGR;0.00087285
3;8;KR1992MDRGR;0.000867187
3;11;KR1992MDRGR;0.00127596
3;11;KR1992MDRGR;0.00120767
3;11;KR1992MDRGR;0.00121366
4;16;KR1992MDRGR;0.00792761
4;16;KR1992MDRGR;0.00778836
4;16;KR1992MDRGR;0.00777203
5;23;KR1992MDRGR;0.0286618
5;23;KR1992MDRGR;0.0278173
5;23;KR1992MDRGR;0.0277047
6;32;KR1992MDRGR;0.112146
6;32;KR1992MDRGR;0.112497
6;32;KR1992MDRGR;0.112016
7;45;KR1992MDRGR;0.381113
7;45;KR1992MDRGR;0.377754
7;45;KR1992MDRGR;0.37741
8;64;KR1992MDRGR;1.22215
8;64;KR1992MDRGR;1.21681
8;64;KR1992MDRGR;1.22022
10;91;KR1992MDRGR;5.65004
10;91;KR1992MDRGR;5.67933
10;91;KR1992MDRGR;5.6311
11;128;KR1992MDRGR;17.273
11;128;KR1992MDRGR;17.3202
11;128;KR1992MDRGR;17.3205
13;181;KR1992MDRGR;83.5885
13;181;KR1992MDRGR;83.7589
13;181;KR1992MDRGR;83.8092
16;256;KR1992MDRGR;387.441
