256;KRLMGRE2;0.00221211
256;KRLMGRE2;0.00181433
256;KRLMGRE2;0.00184298
512;KRLMGRE2;0.0063938
512;KRLMGRE2;0.00627186
512;KRLMGRE2;0.00625754
1024;KRLMGRE2;0.0186933
1024;KRLMGRE2;0.0171768
1024;KRLMGRE2;0.0173934
2048;KRLMGRE2;0.046458
2048;KRLMGRE2;0.045185
2048;KRLMGRE2;0.0454512
4096;KRLMGRE2;0.180503
4096;KRLMGRE2;0.177577
4096;KRLMGRE2;0.178519
8192;KRLMGRE2;0.533024
8192;KRLMGRE2;0.529728
8192;KRLMGRE2;0.527449
16384;KRLMGRE2;0.807514
16384;KRLMGRE2;0.79921
16384;KRLMGRE2;0.805164
32768;KRLMGRE2;2.36725
32768;KRLMGRE2;2.35641
32768;KRLMGRE2;2.35955
65536;KRLMGRE2;8.1669
65536;KRLMGRE2;8.14157
65536;KRLMGRE2;8.14422
131072;KRLMGRE2;15.402
131072;KRLMGRE2;15.3339
131072;KRLMGRE2;15.3512
262144;KRLMGRE2;33.4442
262144;KRLMGRE2;33.3351
262144;KRLMGRE2;33.3985
524288;KRLMGRE2;94.5956
524288;KRLMGRE2;94.4891
524288;KRLMGRE2;94.4946
1048576;KRLMGRE2;180.991
1048576;KRLMGRE2;180.574
