a;b;Algorithm;Time
3;3;GTDGRE2;0.0001206
3;3;GTDGRE2;8.19547e-005
3;3;GTDGRE2;6.69629e-005
3;3;GTDGRE2;7.96226e-005
3;3;GTDGRE2;6.49641e-005
3;3;GTDGRE2;6.32983e-005
4;4;GTDGRE2;0.000206552
4;4;GTDGRE2;0.000167907
4;4;GTDGRE2;0.000167907
5;5;GTDGRE2;0.00041044
5;5;GTDGRE2;0.00034914
5;5;GTDGRE2;0.000344143
6;6;GTDGRE2;0.00102443
6;6;GTDGRE2;0.000910496
6;6;GTDGRE2;0.000917492
8;8;GTDGRE2;0.00285142
8;8;GTDGRE2;0.00255858
8;8;GTDGRE2;0.00257657
10;10;GTDGRE2;0.00753783
10;10;GTDGRE2;0.00739158
10;10;GTDGRE2;0.00701112
13;13;GTDGRE2;0.0208058
13;13;GTDGRE2;0.0170749
13;13;GTDGRE2;0.0175196
16;16;GTDGRE2;0.0384854
16;16;GTDGRE2;0.0360004
16;16;GTDGRE2;0.036172
20;20;GTDGRE2;0.0916616
20;20;GTDGRE2;0.0855547
20;20;GTDGRE2;0.0862533
25;25;GTDGRE2;0.268499
25;25;GTDGRE2;0.261806
25;25;GTDGRE2;0.262012
32;32;GTDGRE2;0.860296
32;32;GTDGRE2;0.843358
32;32;GTDGRE2;0.841767
40;40;GTDGRE2;2.29939
40;40;GTDGRE2;2.27258
40;40;GTDGRE2;2.27707
51;51;GTDGRE2;5.80553
51;51;GTDGRE2;5.74905
51;51;GTDGRE2;5.74486
64;64;GTDGRE2;22.994
64;64;GTDGRE2;22.9114
64;64;GTDGRE2;22.9314
81;81;GTDGRE2;41.8711
81;81;GTDGRE2;41.6354
81;81;GTDGRE2;41.7013
102;102;GTDGRE2;128.983
102;102;GTDGRE2;129.601
102;102;GTDGRE2;130.831
