Size;Algorithm;Time
32;KR1992M3GR;0.00140489
32;KR1992M3GR;0.000603666
32;KR1992M3GR;0.000489063
64;KR1992M3GR;0.003008
64;KR1992M3GR;0.00211949
64;KR1992M3GR;0.0021045
128;KR1992M3GR;0.00776837
128;KR1992M3GR;0.0058401
128;KR1992M3GR;0.00596936
256;KR1992M3GR;0.0377671
256;KR1992M3GR;0.0298861
256;KR1992M3GR;0.029589
512;KR1992M3GR;0.195428
512;KR1992M3GR;0.164927
512;KR1992M3GR;0.163447
1024;KR1992M3GR;0.872209
1024;KR1992M3GR;0.765698
1024;KR1992M3GR;0.767404
2048;KR1992M3GR;3.98166
2048;KR1992M3GR;3.50039
2048;KR1992M3GR;3.5326
4096;KR1992M3GR;18.0283
4096;KR1992M3GR;16.0146
4096;KR1992M3GR;16.1328
