Size;Algorithm;Time
32;KR1992MDGR;0.00132327
32;KR1992MDGR;0.000427763
32;KR1992MDGR;0.000415437
64;KR1992MDGR;0.00231772
64;KR1992MDGR;0.00177602
64;KR1992MDGR;0.00185231
128;KR1992MDGR;0.00988786
128;KR1992MDGR;0.00804755
128;KR1992MDGR;0.00816048
256;KR1992MDGR;0.0495816
256;KR1992MDGR;0.0406642
256;KR1992MDGR;0.0407601
512;KR1992MDGR;0.257558
512;KR1992MDGR;0.208502
512;KR1992MDGR;0.207718
1024;KR1992MDGR;1.0828
1024;KR1992MDGR;0.979593
1024;KR1992MDGR;0.991461
2048;KR1992MDGR;4.82999
2048;KR1992MDGR;4.34569
2048;KR1992MDGR;4.35639
4096;KR1992MDGR;22.4378
4096;KR1992MDGR;20.2056
4096;KR1992MDGR;20.4162
