a;b;Algorithm;Time
2;4;GTDRGR;0.000102943
2;4;GTDRGR;7.49585e-005
2;4;GTDRGR;7.42922e-005
2;6;GTDRGR;6.03e-005
2;6;GTDRGR;5.06386e-005
2;6;GTDRGR;5.63022e-005
3;8;GTDRGR;0.000217546
3;8;GTDRGR;0.000173904
3;8;GTDRGR;0.000172571
3;11;GTDRGR;0.000295503
3;11;GTDRGR;0.000248529
3;11;GTDRGR;0.000249862
4;16;GTDRGR;0.00105142
4;16;GTDRGR;0.000925488
4;16;GTDRGR;0.00092682
5;23;GTDRGR;0.00274115
5;23;GTDRGR;0.00246397
5;23;GTDRGR;0.00247696
6;32;GTDRGR;0.00703011
6;32;GTDRGR;0.00642878
6;32;GTDRGR;0.00643844
7;45;GTDRGR;0.017501
7;45;GTDRGR;0.0162947
7;45;GTDRGR;0.0163879
8;64;GTDRGR;0.041558
8;64;GTDRGR;0.0387675
8;64;GTDRGR;0.0387705
10;91;GTDRGR;0.141979
10;91;GTDRGR;0.136309
10;91;GTDRGR;0.13638
11;128;GTDRGR;0.280693
11;128;GTDRGR;0.273632
11;128;GTDRGR;0.272655
13;181;GTDRGR;1.35012
13;181;GTDRGR;1.34147
13;181;GTDRGR;1.33611
16;256;GTDRGR;6.56771
16;256;GTDRGR;6.58454
16;256;GTDRGR;6.56841
19;362;GTDRGR;11.8249
19;362;GTDRGR;11.8727
19;362;GTDRGR;11.8861
23;512;GTDRGR;38.8154
23;512;GTDRGR;38.8817
23;512;GTDRGR;38.9287
27;724;GTDRGR;93.0172
27;724;GTDRGR;93.0836
27;724;GTDRGR;93.2852
