Size;Algorithm;Time
32;KR1992M3GR;0.00152416
32;KR1992M3GR;0.000647308
32;KR1992M3GR;0.000565354
64;KR1992M3GR;0.00376325
64;KR1992M3GR;0.0026522
64;KR1992M3GR;0.00260423
128;KR1992M3GR;0.0151539
128;KR1992M3GR;0.0112878
128;KR1992M3GR;0.0112351
256;KR1992M3GR;0.0435216
256;KR1992M3GR;0.0351545
256;KR1992M3GR;0.0351499
512;KR1992M3GR;0.234989
512;KR1992M3GR;0.203858
512;KR1992M3GR;0.202123
1024;KR1992M3GR;1.0715
1024;KR1992M3GR;0.973184
1024;KR1992M3GR;0.977421
2048;KR1992M3GR;4.82557
2048;KR1992M3GR;4.32341
2048;KR1992M3GR;4.35917
4096;KR1992M3GR;22.4847
4096;KR1992M3GR;20.5113
4096;KR1992M3GR;20.601
