Size;Algorithm;Time
32;KR1992MDRGR;0.0012643
32;KR1992MDRGR;0.000371128
32;KR1992MDRGR;0.000334148
64;KR1992MDRGR;0.00202988
64;KR1992MDRGR;0.00152349
64;KR1992MDRGR;0.00160145
128;KR1992MDRGR;0.00977759
128;KR1992MDRGR;0.00781468
128;KR1992MDRGR;0.00771773
256;KR1992MDRGR;0.0588225
256;KR1992MDRGR;0.0509175
256;KR1992MDRGR;0.0494463
512;KR1992MDRGR;0.378411
512;KR1992MDRGR;0.331479
512;KR1992MDRGR;0.330537
1024;KR1992MDRGR;3.07575
1024;KR1992MDRGR;2.97391
1024;KR1992MDRGR;2.98662
2048;KR1992MDRGR;27.0403
2048;KR1992MDRGR;26.8414
2048;KR1992MDRGR;26.9397
4096;KR1992MDRGR;197.302
4096;KR1992MDRGR;197.234
4096;KR1992MDRGR;197.379
