Size;Algorithm;Time
32;KR Mod;0.00123665
32;KR Mod;0.000479401
32;KR Mod;0.000433427
64;KR Mod;0.00305897
64;KR Mod;0.00199623
64;KR Mod;0.00212283
128;KR Mod;0.00984722
128;KR Mod;0.00576648
128;KR Mod;0.00574949
256;KR Mod;0.0369119
256;KR Mod;0.0304771
256;KR Mod;0.0290619
512;KR Mod;0.202075
512;KR Mod;0.170527
512;KR Mod;0.170232
1024;KR Mod;0.90388
1024;KR Mod;0.786323
1024;KR Mod;0.790773
2048;KR Mod;4.08003
2048;KR Mod;3.61819
2048;KR Mod;3.58969
4096;KR Mod;18.0596
4096;KR Mod;15.9752
4096;KR Mod;16.0901
