Size;Algorithm;Time
18;GTDGR;6.89618e-005
18;GTDGR;3.86453e-005
18;GTDGR;3.43143e-005
34;GTDGR;8.89508e-005
34;GTDGR;8.86176e-005
34;GTDGR;8.29541e-005
66;GTDGR;0.000256192
66;GTDGR;0.000221211
66;GTDGR;0.000218546
130;GTDGR;0.000732595
130;GTDGR;0.000696281
130;GTDGR;0.000699946
258;GTDGR;0.00243632
258;GTDGR;0.002408
258;GTDGR;0.00243099
514;GTDGR;0.00905632
514;GTDGR;0.00895338
514;GTDGR;0.00902001
1026;GTDGR;0.0354874
1026;GTDGR;0.0359305
1026;GTDGR;0.0360247
2050;GTDGR;0.141818
2050;GTDGR;0.142828
2050;GTDGR;0.14161
4098;GTDGR;0.577623
4098;GTDGR;0.575439
4098;GTDGR;0.572723
8194;GTDGR;2.31095
8194;GTDGR;2.31838
8194;GTDGR;2.31788
16386;GTDGR;9.37724
16386;GTDGR;9.38596
16386;GTDGR;9.40313
32770;GTDGR;47.5562
32770;GTDGR;47.2198
32770;GTDGR;48.2905
65538;GTDGR;205.332
65538;GTDGR;206.928
65538;GTDGR;204.506
