a;b;Algorithm;Time
3;2;KR Mod;7.86232e-005
3;2;KR Mod;4.73072e-005
3;2;KR Mod;4.63077e-005
4;2;KR Mod;0.000146586
4;2;KR Mod;0.000117268
4;2;KR Mod;0.000112938
5;2;KR Mod;0.000281511
5;2;KR Mod;0.000253193
5;2;KR Mod;0.00024653
7;3;KR Mod;0.00263321
7;3;KR Mod;0.00256058
7;3;KR Mod;0.00254526
9;3;KR Mod;0.00741656
9;3;KR Mod;0.00729596
9;3;KR Mod;0.00726098
12;3;KR Mod;0.0244968
12;3;KR Mod;0.0239694
12;3;KR Mod;0.0241243
16;4;KR Mod;0.196837
16;4;KR Mod;0.197579
16;4;KR Mod;0.196961
21;5;KR Mod;1.22934
21;5;KR Mod;1.23075
21;5;KR Mod;1.23012
28;5;KR Mod;0.790253
28;5;KR Mod;0.785551
28;5;KR Mod;0.785615
37;6;KR Mod;6.60495
37;6;KR Mod;6.57266
37;6;KR Mod;6.62125
49;7;KR Mod;168.63
49;7;KR Mod;168.722
49;7;KR Mod;168.415
64;8;KR Mod;320.547
