a;b;Algorithm;Time
2;4;KR Mod Dyn;0.000115936
2;4;KR Mod Dyn;9.02834e-005
2;4;KR Mod Dyn;9.02834e-005
2;6;KR Mod Dyn;9.62801e-005
2;6;KR Mod Dyn;0.000115603
2;6;KR Mod Dyn;8.02889e-005
3;8;KR Mod Dyn;0.00105275
3;8;KR Mod Dyn;0.0010161
3;8;KR Mod Dyn;0.00100344
3;11;KR Mod Dyn;0.00158479
3;11;KR Mod Dyn;0.00156747
3;11;KR Mod Dyn;0.00153382
4;16;KR Mod Dyn;0.00965965
4;16;KR Mod Dyn;0.00956437
4;16;KR Mod Dyn;0.00961368
5;23;KR Mod Dyn;0.183894
5;23;KR Mod Dyn;0.189957
5;23;KR Mod Dyn;0.184345
6;32;KR Mod Dyn;0.889895
6;32;KR Mod Dyn;0.897236
6;32;KR Mod Dyn;0.902516
7;45;KR Mod Dyn;0.943988
7;45;KR Mod Dyn;0.945404
7;45;KR Mod Dyn;0.9421
8;64;KR Mod Dyn;2.27844
8;64;KR Mod Dyn;2.28198
8;64;KR Mod Dyn;2.28426
10;91;KR Mod Dyn;52.7192
10;91;KR Mod Dyn;52.8692
10;91;KR Mod Dyn;52.8059
11;128;KR Mod Dyn;30.399
11;128;KR Mod Dyn;30.408
11;128;KR Mod Dyn;30.2758
